,motion,device,condition,value
1174,bottom,off,右方向-往路,-0.09463812685444968
1175,bottom,off,右方向-往路,1.9186832048933666
1176,bottom,off,右方向-往路,1.4399489688225084
1177,bottom,off,右方向-往路,2.292767565953968
1178,bottom,off,右方向-往路,0.37576209910361047
1179,bottom,off,右方向-往路,0.04529211928616951
1180,bottom,off,右方向-往路,-0.14317631038544867
1181,bottom,off,右方向-往路,1.7517869211259243
1182,bottom,off,右方向-往路,-0.159740692572832
1183,bottom,off,右方向-往路,-0.06970373168410458
1184,bottom,off,右方向-往路,0.76582153429485
1185,bottom,off,右方向-往路,2.2753402058536665
1186,bottom,off,右方向-往路,2.427671664212277
1187,bottom,off,右方向-往路,1.4381222202179829
1188,bottom,off,右方向-往路,1.7045073733457017
1189,bottom,off,右方向-往路,2.382025031144123
1190,bottom,off,右方向-往路,-0.28284091212495305
1191,bottom,off,右方向-往路,0.25031294847341035
1192,bottom,off,右方向-往路,0.39751014955539143
1193,bottom,off,右方向-往路,0.46496575354716474
1194,bottom,off,右方向-往路,0.28535891353406323
1195,bottom,off,右方向-往路,-0.512304712144885
1196,bottom,off,右方向-往路,-0.017139821675176983
1197,bottom,off,右方向-往路,-0.32212313747939925
1198,bottom,off,右方向-往路,0.2628230129411646
1199,bottom,off,右方向-往路,0.03650189481530389
1200,bottom,on,右方向-復路,-1.013734252940344
1201,bottom,on,右方向-復路,-0.6770881070293415
1202,bottom,on,右方向-復路,-0.9763538380782205
1203,bottom,on,右方向-復路,-0.9478851484961878
1204,bottom,on,右方向-復路,-0.5798233615949708
1205,bottom,on,右方向-復路,-1.0415224085042314
1206,bottom,on,右方向-復路,-0.6054584775495252
1207,bottom,on,右方向-復路,-1.1423696484848462
1208,bottom,on,右方向-復路,-0.9513520160631062
1209,bottom,on,右方向-復路,-0.8298034800626899
1210,bottom,on,右方向-復路,-0.6781243514845763
1211,bottom,on,右方向-復路,-0.4228137502425161
1212,bottom,on,右方向-復路,-0.9346735489262207
1213,bottom,on,右方向-復路,-0.32575310595116724
1214,bottom,on,右方向-復路,-0.6116410453361737
1215,bottom,on,右方向-復路,-0.31666475616380696
1216,bottom,on,右方向-復路,-0.18344283609043616
1217,bottom,on,右方向-復路,-0.7218506574439307
1218,bottom,on,右方向-復路,-0.9597394662967768
1219,bottom,on,右方向-復路,-0.3684836093323528
1220,bottom,on,右方向-復路,0.02952564724675586
1221,bottom,on,右方向-復路,-0.6981634392888126
1222,bottom,on,右方向-復路,-1.0061722389989
1223,bottom,on,右方向-復路,-0.8256544638536881
1224,bottom,on,右方向-復路,-0.7877744200510252
1225,bottom,on,右方向-復路,0.9677578695941964
1226,bottom,on,右方向-復路,-0.9019341011059777
1227,bottom,on,右方向-復路,-0.8610356576685406
1228,bottom,on,右方向-復路,-0.7712266296207916
1229,bottom,on,右方向-復路,-0.7384372352427111
1230,bottom,on,右方向-復路,-0.3277138239769331
1231,bottom,on,右方向-復路,-0.44843991872332517
1232,bottom,on,右方向-復路,-0.4324055760658055
1233,bottom,on,右方向-復路,-0.5152250572592141
1234,bottom,on,右方向-復路,-0.6692355002793376
1235,bottom,on,右方向-復路,-0.833127651317815
1236,bottom,on,右方向-復路,0.01592861438183798
1237,bottom,on,右方向-復路,-0.450042794715348
1238,bottom,on,右方向-復路,-0.527821994054416
1239,bottom,on,右方向-復路,-1.236288427846589
1240,bottom,on,右方向-復路,-0.7166296007069215
1241,bottom,on,右方向-復路,-0.7240936167758962
1242,bottom,on,右方向-復路,-0.6479043046442304
1243,bottom,on,右方向-復路,-0.8659490052199038
1244,bottom,on,右方向-復路,-0.7127641484513787
1245,bottom,on,右方向-復路,0.3389656014865348
1246,bottom,on,右方向-復路,1.01709035621897
1247,bottom,on,右方向-復路,0.8991248481448342
1248,bottom,on,右方向-復路,0.04937432022097368
1249,bottom,on,右方向-復路,-0.14753796201821645
1250,bottom,on,右方向-復路,-0.8908484623176424
1251,bottom,on,右方向-復路,-0.9325495010440661
1252,bottom,on,右方向-復路,-0.8308030436703453
1253,bottom,on,右方向-復路,-0.6268032970956167
1254,bottom,on,右方向-復路,-0.6726851399641509
1255,bottom,on,右方向-復路,-0.9340814399312078
1256,bottom,on,右方向-復路,-0.7678869660779933
1257,bottom,on,右方向-復路,-0.8049997216351715
1258,bottom,on,右方向-復路,-0.6375452706399636
1259,bottom,on,右方向-復路,-0.7436405666222508
1260,bottom,on,右方向-復路,-0.553659307704504
1261,bottom,on,右方向-復路,-0.5928445160043682
1262,bottom,on,右方向-復路,-0.6215846896928509
1263,bottom,on,右方向-復路,-0.7731965856419596
1264,bottom,on,右方向-復路,-0.6669511220885258
1265,bottom,on,右方向-復路,-0.3779326530087266
1266,bottom,on,右方向-復路,-0.6670159175296632
1267,bottom,on,右方向-復路,-0.7116789347013208
1268,bottom,on,右方向-復路,-1.000176400938895
1269,bottom,on,右方向-復路,-0.6016371931797613
1270,bottom,on,右方向-復路,-1.02171438119589
1271,bottom,on,右方向-復路,-0.7621077750678441
1272,bottom,on,右方向-復路,-0.2337493780234602
1273,bottom,on,右方向-復路,-0.942450745551344
1274,bottom,on,右方向-復路,0.17580547714376457
1275,bottom,on,右方向-復路,-1.1513399014771326
1276,bottom,on,右方向-復路,-0.9872533338973886
1277,bottom,on,右方向-復路,-1.2040716909694462
1278,bottom,on,右方向-復路,-1.4689100661375398
1279,bottom,on,右方向-復路,-0.7564346241491983
1280,bottom,on,右方向-復路,-0.6971910609036472
1281,bottom,on,右方向-復路,-0.44654729705398893
1282,bottom,on,右方向-復路,-0.4567056428717856
1283,bottom,on,右方向-復路,-0.4388272152623441
1284,bottom,on,右方向-復路,-0.5051349963490995
1285,bottom,on,右方向-復路,-0.9699503981569386
1286,bottom,on,右方向-復路,-0.9133854372973786
1287,bottom,on,右方向-復路,-0.6731156749407733
1288,bottom,on,右方向-復路,-0.8201587058410823
1289,bottom,on,右方向-復路,-0.7658425961773792
1290,bottom,on,右方向-復路,-0.8739279596158511
1291,bottom,on,右方向-復路,-0.7206921702009926
1292,bottom,on,右方向-復路,-0.9457155324478875
1293,bottom,on,右方向-復路,-0.6833020698936877
1294,bottom,on,右方向-復路,-0.664853205936165
1295,bottom,on,右方向-復路,-0.8712594631057662
1296,bottom,on,右方向-復路,-0.43896639279089983
1297,bottom,on,右方向-復路,-0.8466814604315998
1298,bottom,on,右方向-復路,-0.6547328177238214
1299,bottom,on,右方向-復路,-0.4070455811411828
1300,bottom,on,右方向-復路,-0.9559217273501355
1301,bottom,on,右方向-復路,-1.0879960860082938
1302,bottom,on,右方向-復路,-0.8340025287502846
1303,bottom,on,右方向-復路,-0.9290090667531602
1304,bottom,on,右方向-復路,-1.1541095896466285
1305,bottom,on,右方向-復路,-0.6237317227434048
1306,bottom,on,右方向-復路,-0.9764150390274832
1307,bottom,on,右方向-復路,-0.9465305766747643
1308,bottom,on,右方向-復路,-1.0079105615623514
1309,bottom,on,右方向-復路,-0.7829071780853537
1310,bottom,on,右方向-復路,-0.309414489947256
1311,bottom,on,右方向-復路,-0.8107508985581704
1312,bottom,on,右方向-復路,-0.5842110781939348
1313,bottom,on,右方向-復路,-0.6836042712802425
1314,bottom,on,右方向-復路,-0.32962373149032664
1315,bottom,on,右方向-復路,-0.47572503834331575
1316,bottom,on,右方向-復路,0.42999423735610465
1317,bottom,on,右方向-復路,-0.26495929945675195
1318,bottom,on,右方向-復路,-0.6710919003682372
1319,bottom,on,右方向-復路,-0.33251777019319906
1320,bottom,off,右方向-復路,-0.5784636118799543
1321,bottom,off,右方向-復路,-0.859583391158993
1322,bottom,off,右方向-復路,-0.6777812406488206
1323,bottom,off,右方向-復路,-0.5958678787820388
1324,bottom,off,右方向-復路,-0.704736526204952
1325,bottom,off,右方向-復路,-0.7473520440208442
1326,bottom,off,右方向-復路,-0.5392034489022166
1327,bottom,off,右方向-復路,-0.2320055617280677
1328,bottom,off,右方向-復路,-0.03424160235242718
1329,bottom,off,右方向-復路,-0.4358057710004447
1330,bottom,off,右方向-復路,-0.7134591933106992
1331,bottom,off,右方向-復路,-0.49997362932214595
1332,bottom,off,右方向-復路,-0.4222749536821105
1333,bottom,off,右方向-復路,-0.36105198623300744
1334,bottom,off,右方向-復路,-0.7259725454959356
1335,bottom,off,右方向-復路,-0.40892819487420506
1336,bottom,off,右方向-復路,-0.42949242878685706
1337,bottom,off,右方向-復路,-0.09620765306357561
1338,bottom,off,右方向-復路,0.21531345327876086
1339,bottom,off,右方向-復路,-0.5988134522161013
1340,bottom,off,右方向-復路,-0.3017690103422216
1341,bottom,off,右方向-復路,-0.34017599462514925
1342,bottom,off,右方向-復路,-0.710304385980744
1343,bottom,off,右方向-復路,-0.6065502773465137
1344,bottom,off,右方向-復路,-0.6996820519465032
1345,bottom,off,右方向-復路,-0.4053358822947297
1346,bottom,off,右方向-復路,-0.6813958709112867
1347,bottom,off,右方向-復路,-0.7223475722859677
1348,bottom,off,右方向-復路,-0.7455702670490509
1349,bottom,off,右方向-復路,-0.8158359345343129
1350,bottom,off,右方向-復路,-0.4375445238039873
1351,bottom,off,右方向-復路,-0.1901031515458692
1352,bottom,off,右方向-復路,0.04781204886448732
1353,bottom,off,右方向-復路,-0.09330143696202316
1354,bottom,off,右方向-復路,-0.3231162286204479
1355,bottom,off,右方向-復路,-0.8751540373251732
1356,bottom,off,右方向-復路,-0.44469352611019825
1357,bottom,off,右方向-復路,-0.3416905858436309
1358,bottom,off,右方向-復路,-0.6269922227255429
1359,bottom,off,右方向-復路,-0.4553023003560502
1360,bottom,off,右方向-復路,-0.6052657489848016
1361,bottom,off,右方向-復路,-0.6622486231531817
1362,bottom,off,右方向-復路,-0.6228814477314076
1363,bottom,off,右方向-復路,-0.6066006240252614
1364,bottom,off,右方向-復路,-0.6759071961624257
1365,bottom,off,右方向-復路,1.4440139220369559
1366,bottom,off,右方向-復路,0.5442744359391992
1367,bottom,off,右方向-復路,0.725724554080519
1368,bottom,off,右方向-復路,0.27218859767942344
1369,bottom,off,右方向-復路,0.5355466107946978
1370,bottom,off,右方向-復路,-0.6422556847085522
1371,bottom,off,右方向-復路,-0.7688584944274619
1372,bottom,off,右方向-復路,-0.08592579905446776
1373,bottom,off,右方向-復路,-0.7514597182293155
1374,bottom,off,右方向-復路,-0.13697569298597465
1375,bottom,off,右方向-復路,0.2957957030381953
1376,bottom,off,右方向-復路,-0.7767370368100005
1377,bottom,off,右方向-復路,0.373222178713477
1378,bottom,off,右方向-復路,0.23100228638675646
1379,bottom,off,右方向-復路,-0.6761822124259287
1380,bottom,off,右方向-復路,-0.6164879595460694
1381,bottom,off,右方向-復路,-0.634482561372591
1382,bottom,off,右方向-復路,-0.7556204505732871
1383,bottom,off,右方向-復路,-0.7065984410375231
1384,bottom,off,右方向-復路,-0.5551289039266922
1385,bottom,off,右方向-復路,-0.7299282539736233
1386,bottom,off,右方向-復路,-0.9399111769055666
1387,bottom,off,右方向-復路,-0.9946156026649295
1388,bottom,off,右方向-復路,-1.0298599688636967
1389,bottom,off,右方向-復路,-0.4883589210367742
1390,bottom,off,右方向-復路,-0.5896075563428638
1391,bottom,off,右方向-復路,-0.4603814737872492
1392,bottom,off,右方向-復路,-0.7427674496284989
1393,bottom,off,右方向-復路,-0.6937585833961409
1394,bottom,off,右方向-復路,-1.0353897499766378
1395,bottom,off,右方向-復路,-0.7542445166398126
1396,bottom,off,右方向-復路,-0.5237741995132422
1397,bottom,off,右方向-復路,-0.9089902146005019
1398,bottom,off,右方向-復路,-0.8732710121511018
1399,bottom,off,右方向-復路,-1.676768873388406
1400,bottom,off,右方向-復路,-0.35129462614955265
1401,bottom,off,右方向-復路,-0.39051150422825703
1402,bottom,off,右方向-復路,-0.3772764416963315
1403,bottom,off,右方向-復路,-0.2504076632947846
1404,bottom,off,右方向-復路,-0.38468295730343116
1405,bottom,off,右方向-復路,-0.9267121781723672
1406,bottom,off,右方向-復路,-0.18107787574469245
1407,bottom,off,右方向-復路,-0.4631217945847504
1408,bottom,off,右方向-復路,-0.7449444717798271
1409,bottom,off,右方向-復路,-0.5652713057821671
1410,bottom,off,右方向-復路,-0.719064308983646
1411,bottom,off,右方向-復路,-0.5757034674951623
1412,bottom,off,右方向-復路,-0.594001617088595
1413,bottom,off,右方向-復路,-0.8104872853042255
1414,bottom,off,右方向-復路,-0.9219473822492766
1415,bottom,off,右方向-復路,-0.7437355956669149
1416,bottom,off,右方向-復路,-0.4507935511860844
1417,bottom,off,右方向-復路,-0.6171768334825378
1418,bottom,off,右方向-復路,-0.8111781736256003
1419,bottom,off,右方向-復路,-0.890466156279308
1420,bottom,off,右方向-復路,0.3095898948188008
1421,bottom,off,右方向-復路,-0.6099794961677466
1422,bottom,off,右方向-復路,-0.6133559753155396
1423,bottom,off,右方向-復路,0.22263175987672137
1424,bottom,off,右方向-復路,-0.534368385328319
1425,bottom,off,右方向-復路,-0.5389806356991079
1426,bottom,off,右方向-復路,-0.560979807533576
1427,bottom,off,右方向-復路,-0.24924267043819667
1428,bottom,off,右方向-復路,0.4464485521690712
1429,bottom,off,右方向-復路,-0.4550181781929126
1430,bottom,off,右方向-復路,-0.365818691828342
1431,bottom,off,右方向-復路,-0.8174007910317288
1432,bottom,off,右方向-復路,-0.33654258731759507
1433,bottom,off,右方向-復路,-0.20730651249639695
1434,bottom,off,右方向-復路,-0.8906491843237254
1435,bottom,off,右方向-復路,-0.6572836175152091
1436,bottom,off,右方向-復路,-0.6889858352501096
1437,bottom,off,右方向-復路,-0.4647906477407393
1438,bottom,off,右方向-復路,-0.2829006955254389
1439,bottom,off,右方向-復路,-0.4485743326369029
1440,bottom,on,左方向-往路,0.17009469785946113
1441,bottom,on,左方向-往路,-0.22973016251076064
1442,bottom,on,左方向-往路,-0.07989008194438843
1443,bottom,on,左方向-往路,0.005477549668720017
1444,bottom,on,左方向-往路,0.06907049453647636
1445,bottom,on,左方向-往路,-0.012326998049034163
1446,bottom,on,左方向-往路,0.20990092336237043
1447,bottom,on,左方向-往路,-0.06172704689367817
1448,bottom,on,左方向-往路,0.11874982869514197
1449,bottom,on,左方向-往路,0.10088790026118832
1450,bottom,on,左方向-往路,-0.30186157786255924
1451,bottom,on,左方向-往路,-0.4309375995044715
1452,bottom,on,左方向-往路,-0.11094743992917047
1453,bottom,on,左方向-往路,-0.22268619195477027
1454,bottom,on,左方向-往路,-0.2618288845335484
1455,bottom,on,左方向-往路,-0.1596277369292386
1456,bottom,on,左方向-往路,0.1340881902394074
1457,bottom,on,左方向-往路,0.2183384954442172
1458,bottom,on,左方向-往路,0.10959570182175439
1459,bottom,on,左方向-往路,0.32217770676209445
1460,bottom,on,左方向-往路,-0.40871537322911355
1461,bottom,on,左方向-往路,-0.38303439146693846
1462,bottom,on,左方向-往路,-0.33781089669101905
1463,bottom,on,左方向-往路,-0.7763426407493285
1464,bottom,on,左方向-往路,-0.7225839044128559
1465,bottom,on,左方向-往路,1.5352304371938033
1466,bottom,on,左方向-往路,0.8129256874524281
1467,bottom,on,左方向-往路,0.7666889033949901
1468,bottom,on,左方向-往路,-0.06869769751684293
1469,bottom,on,左方向-往路,-0.03037894640407653
1470,bottom,on,左方向-往路,-0.3297080531704766
1471,bottom,on,左方向-往路,-0.42798851902223123
1472,bottom,on,左方向-往路,-0.4828510007554072
1473,bottom,on,左方向-往路,-0.5371739445519378
1474,bottom,on,左方向-往路,-0.43894693236641036
1475,bottom,on,左方向-往路,0.2178264230278899
1476,bottom,on,左方向-往路,0.059272723491539885
1477,bottom,on,左方向-往路,-0.6049101598646264
1478,bottom,on,左方向-往路,-0.750430175063045
1479,bottom,on,左方向-往路,-0.3127943755975985
1480,bottom,on,左方向-往路,-0.17515412458420135
1481,bottom,on,左方向-往路,-0.3730086531911557
1482,bottom,on,左方向-往路,-0.34084272225639467
1483,bottom,on,左方向-往路,-0.0977585755872919
1484,bottom,on,左方向-往路,-0.18853018671502697
1485,bottom,on,左方向-往路,1.101761180358473
1486,bottom,on,左方向-往路,0.4147699435399971
1487,bottom,on,左方向-往路,-0.014946437940026655
1488,bottom,on,左方向-往路,0.3286650717691041
1489,bottom,on,左方向-往路,0.055019863130348456
1490,bottom,on,左方向-往路,0.9830103461941773
1491,bottom,on,左方向-往路,1.9491558051911073
1492,bottom,on,左方向-往路,0.5986028146921223
1493,bottom,on,左方向-往路,0.6666008724313721
1494,bottom,on,左方向-往路,0.5975942121014621
1495,bottom,on,左方向-往路,-0.5108305021673224
1496,bottom,on,左方向-往路,-0.25557420354625404
1497,bottom,on,左方向-往路,-0.7062964256039846
1498,bottom,on,左方向-往路,-0.6333387532661489
1499,bottom,on,左方向-往路,-0.06781390362651377
1500,bottom,on,左方向-往路,1.1930251155838503
1501,bottom,on,左方向-往路,0.8403163865741348
1502,bottom,on,左方向-往路,0.5420644068221278
1503,bottom,on,左方向-往路,0.77628141405034
1504,bottom,on,左方向-往路,0.10161658954547335
1505,bottom,on,左方向-往路,0.9602350816420293
1506,bottom,on,左方向-往路,0.3854109161334728
1507,bottom,on,左方向-往路,0.8565669335807169
1508,bottom,on,左方向-往路,0.838621992206132
1509,bottom,on,左方向-往路,0.2155422718032271
1510,bottom,on,左方向-往路,0.8921008561834558
1511,bottom,on,左方向-往路,0.6000225077343694
1512,bottom,on,左方向-往路,0.18654514076487408
1513,bottom,on,左方向-往路,0.3483588411991767
1514,bottom,on,左方向-往路,0.8976412296379686
1515,bottom,on,左方向-往路,0.1991254082851743
1516,bottom,on,左方向-往路,0.16193852500846473
1517,bottom,on,左方向-往路,0.36508470302797624
1518,bottom,on,左方向-往路,0.489600126673205
1519,bottom,on,左方向-往路,0.27477238329566384
1520,bottom,on,左方向-往路,0.9281202510147429
1521,bottom,on,左方向-往路,0.42530848014177813
1522,bottom,on,左方向-往路,-0.03155957235533386
1523,bottom,on,左方向-往路,0.2347052984992054
1524,bottom,on,左方向-往路,0.1763812744973434
1525,bottom,on,左方向-往路,0.6316928588941585
1526,bottom,on,左方向-往路,0.009151088471131094
1527,bottom,on,左方向-往路,-0.08815113855337198
1528,bottom,on,左方向-往路,0.3340707624988801
1529,bottom,on,左方向-往路,-0.3747731392136742
1530,bottom,on,左方向-往路,-0.41186034721035875
1531,bottom,on,左方向-往路,0.5485232472194651
1532,bottom,on,左方向-往路,-0.446954336612028
1533,bottom,on,左方向-往路,-0.19561415965529405
1534,bottom,on,左方向-往路,0.4110497609505891
1535,bottom,on,左方向-往路,-0.26037805570933187
1536,bottom,on,左方向-往路,-0.061303128741693816
1537,bottom,on,左方向-往路,-0.7971780560478433
1538,bottom,on,左方向-往路,-0.8026917076620814
1539,bottom,on,左方向-往路,1.5691272313986169
1540,bottom,on,左方向-往路,1.0221431298107229
1541,bottom,on,左方向-往路,0.9882716076902466
1542,bottom,on,左方向-往路,2.161891677228576
1543,bottom,on,左方向-往路,1.2485619552422744
1544,bottom,on,左方向-往路,1.51935625458678
1545,bottom,on,左方向-往路,-0.06947866778335679
1546,bottom,on,左方向-往路,0.08919974924014365
1547,bottom,on,左方向-往路,0.8020856328339611
1548,bottom,on,左方向-往路,0.1987969869446711
1549,bottom,on,左方向-往路,0.304870452946343
1550,bottom,on,左方向-往路,0.8838884279756385
1551,bottom,on,左方向-往路,1.74751880767811
1552,bottom,on,左方向-往路,-0.028637636607877034
1553,bottom,on,左方向-往路,0.7818803226579252
1554,bottom,on,左方向-往路,2.140358732311741
1555,bottom,on,左方向-往路,0.7640159642234233
1556,bottom,on,左方向-往路,2.642514767324431
1557,bottom,on,左方向-往路,2.944344376185752
1558,bottom,on,左方向-往路,2.147851037232911
1559,bottom,on,左方向-往路,3.6645333725786147
1560,bottom,off,左方向-往路,1.1580749249607099
1561,bottom,off,左方向-往路,1.2940822239529404
1562,bottom,off,左方向-往路,0.4460123891463031
1563,bottom,off,左方向-往路,0.6473970662048224
1564,bottom,off,左方向-往路,0.7320730167150881
1565,bottom,off,左方向-往路,0.8457609168980085
1566,bottom,off,左方向-往路,0.7354605806146575
1567,bottom,off,左方向-往路,1.383853155760615
1568,bottom,off,左方向-往路,0.9941924741322962
1569,bottom,off,左方向-往路,0.9308969364469837
1570,bottom,off,左方向-往路,1.858029039389221
1571,bottom,off,左方向-往路,0.37822202260503435
1572,bottom,off,左方向-往路,0.08818542178113274
1573,bottom,off,左方向-往路,-0.055613388662727734
1574,bottom,off,左方向-往路,0.11932281103990103
1575,bottom,off,左方向-往路,0.024338197461016366
1576,bottom,off,左方向-往路,0.07385135615023104
1577,bottom,off,左方向-往路,0.2784855353389534
1578,bottom,off,左方向-往路,0.8254662831892133
1579,bottom,off,左方向-往路,1.1529747856022812
1580,bottom,off,左方向-往路,0.1745408021290356
1581,bottom,off,左方向-往路,0.2721299910642863
1582,bottom,off,左方向-往路,0.3227841005366981
1583,bottom,off,左方向-往路,0.4786817428572777
1584,bottom,off,左方向-往路,0.7455210731680795
1585,bottom,off,左方向-往路,0.9267314378775805
1586,bottom,off,左方向-往路,1.3691369139622813
1587,bottom,off,左方向-往路,1.0017209668249287
1588,bottom,off,左方向-往路,1.0451508433696899
1589,bottom,off,左方向-往路,1.330920415543753
1590,bottom,off,左方向-往路,-0.39838863670199864
1591,bottom,off,左方向-往路,-0.32548370480792543
1592,bottom,off,左方向-往路,-0.3840481277916718
1593,bottom,off,左方向-往路,-0.29336141022148166
1594,bottom,off,左方向-往路,-0.2802318560803456
1595,bottom,off,左方向-往路,-0.03621781162355278
1596,bottom,off,左方向-往路,0.6199125264823347
1597,bottom,off,左方向-往路,0.17246387984219147
1598,bottom,off,左方向-往路,0.3673019696835686
1599,bottom,off,左方向-往路,0.3304824155480353
1600,bottom,off,左方向-往路,0.02264508091999577
1601,bottom,off,左方向-往路,0.06167464376400524
1602,bottom,off,左方向-往路,-0.09881733509706093
1603,bottom,off,左方向-往路,0.3112614583998959
1604,bottom,off,左方向-往路,-0.03173305432733641
1605,bottom,off,左方向-往路,2.4276432608612093
1606,bottom,off,左方向-往路,2.420494743983429
1607,bottom,off,左方向-往路,1.007488842799826
1608,bottom,off,左方向-往路,0.5017206432933928
1609,bottom,off,左方向-往路,0.1099560891879919
1610,bottom,off,左方向-往路,0.944530956298138
1611,bottom,off,左方向-往路,1.833346396634859
1612,bottom,off,左方向-往路,1.810025187153774
1613,bottom,off,左方向-往路,1.2175842432157153
1614,bottom,off,左方向-往路,2.245856664541736
1615,bottom,off,左方向-往路,-0.5370723294406922
1616,bottom,off,左方向-往路,-0.3618450419397855
1617,bottom,off,左方向-往路,-0.46953130198213927
1618,bottom,off,左方向-往路,-0.35560912990349935
1619,bottom,off,左方向-往路,-0.178899371752033
1620,bottom,off,左方向-往路,-0.30464401092360116
1621,bottom,off,左方向-往路,-0.05056976471209952
1622,bottom,off,左方向-往路,0.22233658240227416
1623,bottom,off,左方向-往路,0.6404192249644791
1624,bottom,off,左方向-往路,-0.01051625320064833
1625,bottom,off,左方向-往路,-0.40683510290213515
1626,bottom,off,左方向-往路,-0.2554847119728816
1627,bottom,off,左方向-往路,0.371988916402051
1628,bottom,off,左方向-往路,0.02240100693809419
1629,bottom,off,左方向-往路,-0.03734405581106617
1630,bottom,off,左方向-往路,0.03035713975892646
1631,bottom,off,左方向-往路,0.4698530377486617
1632,bottom,off,左方向-往路,0.08442232252616544
1633,bottom,off,左方向-往路,1.0247159504528027
1634,bottom,off,左方向-往路,0.1605817629533063
1635,bottom,off,左方向-往路,-0.005860975543590601
1636,bottom,off,左方向-往路,-0.18561519321997133
1637,bottom,off,左方向-往路,-0.6494825249319565
1638,bottom,off,左方向-往路,1.8674641462312525
1639,bottom,off,左方向-往路,-0.32265789532804245
1640,bottom,off,左方向-往路,1.155675211379297
1641,bottom,off,左方向-往路,0.14392387902524803
1642,bottom,off,左方向-往路,-0.15258025516713594
1643,bottom,off,左方向-往路,0.449726251942537
1644,bottom,off,左方向-往路,-0.08050437428546788
1645,bottom,off,左方向-往路,-0.2936569149540522
1646,bottom,off,左方向-往路,-0.1727603657061573
1647,bottom,off,左方向-往路,-0.4730294762778211
1648,bottom,off,左方向-往路,0.3382107120092473
1649,bottom,off,左方向-往路,-0.37808774622853375
1650,bottom,off,左方向-往路,2.1245715177454474
1651,bottom,off,左方向-往路,1.3455393255836807
1652,bottom,off,左方向-往路,0.8058553388203475
1653,bottom,off,左方向-往路,2.054020080759276
1654,bottom,off,左方向-往路,0.689063674778027
1655,bottom,off,左方向-往路,-0.32883131514912
1656,bottom,off,左方向-往路,-0.5032067241691375
1657,bottom,off,左方向-往路,-0.3920247474611559
1658,bottom,off,左方向-往路,1.5660835828329027
1659,bottom,off,左方向-往路,-0.15405344120912404
1660,bottom,off,左方向-往路,0.3877476058692661
1661,bottom,off,左方向-往路,0.7874152356100118
1662,bottom,off,左方向-往路,0.5966186329140932
1663,bottom,off,左方向-往路,0.6265024945139976
1664,bottom,off,左方向-往路,0.971280330629751
1665,bottom,off,左方向-往路,0.23044426653017827
1666,bottom,off,左方向-往路,-0.19401075354521766
1667,bottom,off,左方向-往路,-0.39515926025383574
1668,bottom,off,左方向-往路,0.47047057434334244
1669,bottom,off,左方向-往路,-0.071780666944508
1670,bottom,off,左方向-往路,0.6809975901125818
1671,bottom,off,左方向-往路,1.1552114990432767
1672,bottom,off,左方向-往路,0.6780021495056517
1673,bottom,off,左方向-往路,0.7575766370745448
1674,bottom,off,左方向-往路,1.551995003573528
1675,bottom,off,左方向-往路,1.8843267541345843
1676,bottom,off,左方向-往路,0.8880121025509626
1677,bottom,off,左方向-往路,0.34901937969469066
1678,bottom,off,左方向-往路,1.7497807905838259
1679,bottom,off,左方向-往路,0.18504003524341894
1680,bottom,on,左方向-復路,-0.31810634143370425
1681,bottom,on,左方向-復路,-0.7788967896707168
1682,bottom,on,左方向-復路,-0.5169592998708282
1683,bottom,on,左方向-復路,-0.4341168017281752
1684,bottom,on,左方向-復路,-0.5345420864562824
1685,bottom,on,左方向-復路,-0.5937547682378006
1686,bottom,on,左方向-復路,-0.7571735254436277
1687,bottom,on,左方向-復路,-0.9245652593929878
1688,bottom,on,左方向-復路,-0.6564909761778859
1689,bottom,on,左方向-復路,-0.30650558517184534
1690,bottom,on,左方向-復路,-1.1152855590111066
1691,bottom,on,左方向-復路,-0.3843909221205176
1692,bottom,on,左方向-復路,-0.5971131550420575
1693,bottom,on,左方向-復路,-0.7572811788326673
1694,bottom,on,左方向-復路,-0.2638040822654091
1695,bottom,on,左方向-復路,-0.5700304945062358
1696,bottom,on,左方向-復路,-0.6641843148080121
1697,bottom,on,左方向-復路,-0.8234858135923723
1698,bottom,on,左方向-復路,-0.8904169153648359
1699,bottom,on,左方向-復路,-0.22266020646306087
1700,bottom,on,左方向-復路,-0.7135538377482207
1701,bottom,on,左方向-復路,-0.6358649395871319
1702,bottom,on,左方向-復路,-0.9787507655927262
1703,bottom,on,左方向-復路,-0.3293920162810324
1704,bottom,on,左方向-復路,-0.13171259121425846
1705,bottom,on,左方向-復路,-0.9543513259154955
1706,bottom,on,左方向-復路,-1.0010351070362389
1707,bottom,on,左方向-復路,-0.839638917756041
1708,bottom,on,左方向-復路,-0.23657991510247536
1709,bottom,on,左方向-復路,-0.19958250554308965
1710,bottom,on,左方向-復路,-0.40951761487340005
1711,bottom,on,左方向-復路,-0.4272356505568441
1712,bottom,on,左方向-復路,-0.4260400254042124
1713,bottom,on,左方向-復路,-0.27986123638663346
1714,bottom,on,左方向-復路,-0.3561490617590836
1715,bottom,on,左方向-復路,-0.4779257955947966
1716,bottom,on,左方向-復路,-1.0468037365069436
1717,bottom,on,左方向-復路,-0.6143921364777656
1718,bottom,on,左方向-復路,-0.4962383753959578
1719,bottom,on,左方向-復路,0.04846416541455043
1720,bottom,on,左方向-復路,-0.38256035461270577
1721,bottom,on,左方向-復路,-0.4720340596122322
