,motion,device,condition,value
596,upper,on,左方向-往路,1.1580407816278502
597,upper,on,左方向-往路,-0.22067434076581569
598,upper,on,左方向-往路,0.10526354348089494
599,upper,on,左方向-往路,0.1838373350397347
600,upper,off,左方向-往路,-0.1771991806416213
601,upper,off,左方向-往路,1.2200979778392849
602,upper,off,左方向-往路,-0.4796752895425518
603,upper,off,左方向-往路,0.029902073733741596
604,upper,off,左方向-往路,1.5792849561779398
605,upper,off,左方向-往路,0.8782188366969664
606,upper,off,左方向-往路,2.078253253115461
607,upper,off,左方向-往路,0.5815772115920664
608,upper,off,左方向-往路,0.9325451127453531
609,upper,off,左方向-往路,2.1406935233750515
610,upper,off,左方向-往路,0.45590763601055456
611,upper,off,左方向-往路,-0.2371618291030533
612,upper,off,左方向-往路,-0.0883846638694777
613,upper,off,左方向-往路,-0.5273520630092472
614,upper,off,左方向-往路,-0.27568437107577715
615,upper,off,左方向-往路,2.9273218892856265
616,upper,off,左方向-往路,1.2852175873675091
617,upper,off,左方向-往路,0.41448883884244053
618,upper,off,左方向-往路,0.662708940149109
619,upper,off,左方向-往路,1.6714152406905962
620,upper,off,左方向-往路,-0.48224468015070027
621,upper,off,左方向-往路,-0.2787227534189907
622,upper,off,左方向-往路,0.24418134064735672
623,upper,off,左方向-往路,0.34899400129342284
624,upper,off,左方向-往路,0.2691161253842708
625,upper,off,左方向-往路,0.09316719425398781
626,upper,off,左方向-往路,2.3673423607286757
627,upper,off,左方向-往路,2.704794974278772
628,upper,off,左方向-往路,3.074655350475718
629,upper,off,左方向-往路,3.0277029013096017
630,upper,off,左方向-往路,0.03381480835471349
631,upper,off,左方向-往路,-0.14684939257954346
632,upper,off,左方向-往路,-0.17651321692174526
633,upper,off,左方向-往路,-0.1126571384531523
634,upper,off,左方向-往路,-0.15247522142618802
635,upper,off,左方向-往路,-0.2980759082558592
636,upper,off,左方向-往路,2.9130324721369423
637,upper,off,左方向-往路,1.4054885173123361
638,upper,off,左方向-往路,1.584411710775422
639,upper,off,左方向-往路,1.8267650758561864
640,upper,off,左方向-往路,1.1363300507765568
641,upper,off,左方向-往路,2.2133050449687164
642,upper,off,左方向-往路,2.8440237577662475
643,upper,off,左方向-往路,1.8031724349515936
644,upper,off,左方向-往路,1.4345405050741165
645,upper,off,左方向-往路,0.30065694467834375
646,upper,off,左方向-往路,-0.2502197628779999
647,upper,off,左方向-往路,-0.14863336456791884
648,upper,off,左方向-往路,-0.2177746285180533
649,upper,off,左方向-往路,0.1324025061909347
650,upper,off,左方向-往路,0.9250842811377333
651,upper,off,左方向-往路,1.3966035302381634
652,upper,off,左方向-往路,1.4119140623236903
653,upper,off,左方向-往路,2.533417376020373
654,upper,off,左方向-往路,1.7741440073047532
655,upper,off,左方向-往路,1.4484344989768634
656,upper,off,左方向-往路,1.3134844250053974
657,upper,off,左方向-往路,1.4058592828639667
658,upper,off,左方向-往路,0.45946364534649003
659,upper,off,左方向-往路,0.9833964609333858
660,upper,off,左方向-往路,3.203655954886696
661,upper,off,左方向-往路,3.389413600886191
662,upper,off,左方向-往路,2.5799843986658515
663,upper,off,左方向-往路,2.8003610374094796
664,upper,off,左方向-往路,1.8966248104842889
665,upper,off,左方向-往路,0.7126616039181525
666,upper,off,左方向-往路,1.3004725132257013
667,upper,off,左方向-往路,0.2518138927799791
668,upper,off,左方向-往路,0.3209358121253993
669,upper,off,左方向-往路,0.2606904061808055
670,upper,off,左方向-往路,2.5012506688673053
671,upper,off,左方向-往路,2.3662391094564947
672,upper,off,左方向-往路,2.552855626308841
673,upper,off,左方向-往路,2.165132655530375
674,upper,off,左方向-往路,3.104147764713825
675,upper,off,左方向-往路,0.8586640363864488
676,upper,off,左方向-往路,-0.10801724385341738
677,upper,off,左方向-往路,0.0454551861781629
678,upper,off,左方向-往路,0.21372159674942098
679,upper,off,左方向-往路,0.24018028496428634
680,upper,off,左方向-往路,0.845672965446614
681,upper,off,左方向-往路,0.8989550651111606
682,upper,off,左方向-往路,1.4198999367915233
683,upper,off,左方向-往路,0.14854596497191044
684,upper,off,左方向-往路,0.4455959216092509
685,upper,off,左方向-往路,1.0872972892205512
686,upper,off,左方向-往路,2.58395266578327
687,upper,off,左方向-往路,0.15331649116425172
688,upper,off,左方向-往路,-0.4883979046065568
689,upper,off,左方向-往路,0.5980079031773138
690,upper,off,左方向-往路,1.6203631564863687
691,upper,off,左方向-往路,1.7740604476160544
692,upper,off,左方向-往路,2.5052995780637284
693,upper,off,左方向-往路,2.463811732804238
694,upper,off,左方向-往路,2.7608459318904504
695,upper,off,左方向-往路,-0.06680639917312799
696,upper,off,左方向-往路,-0.03027247102503086
697,upper,off,左方向-往路,-0.18189563326587005
698,upper,off,左方向-往路,-0.4351373831050063
699,upper,off,左方向-往路,-0.3073895204771341
700,upper,off,左方向-往路,1.737178225944175
701,upper,off,左方向-往路,1.1584000574482811
702,upper,off,左方向-往路,-0.10672852860372191
703,upper,off,左方向-往路,2.7256396765254185
704,upper,off,左方向-往路,1.7490946442430988
705,upper,off,左方向-往路,1.2624137201865808
706,upper,off,左方向-往路,1.1625419816492655
707,upper,off,左方向-往路,-0.2853591913625302
708,upper,off,左方向-往路,2.468666805388722
709,upper,off,左方向-往路,1.8833677821914507
710,upper,off,左方向-往路,3.4944367144479918
711,upper,off,左方向-往路,1.1728537920363562
712,upper,off,左方向-往路,3.470731429004031
713,upper,off,左方向-往路,2.658280929083967
714,upper,off,左方向-往路,0.6804385040770842
715,upper,off,左方向-往路,1.5312610359504553
716,upper,off,左方向-往路,1.0764298888133483
717,upper,off,左方向-往路,-0.2537026120530207
718,upper,off,左方向-往路,-0.6957070636733726
719,upper,off,左方向-往路,-0.3723957669863692
720,upper,on,左方向-復路,-0.6423645889342844
721,upper,on,左方向-復路,-0.4880465526296524
722,upper,on,左方向-復路,-0.008388525454682829
723,upper,on,左方向-復路,-0.5891571658076789
724,upper,on,左方向-復路,-0.42369341052745463
725,upper,on,左方向-復路,-0.42148623442467936
726,upper,on,左方向-復路,-0.49775454777968836
727,upper,on,左方向-復路,0.40503661412389014
728,upper,on,左方向-復路,-0.708348135495207
729,upper,on,左方向-復路,-0.4485998891757348
730,upper,on,左方向-復路,-0.6139472021395442
731,upper,on,左方向-復路,-0.677982619500741
732,upper,on,左方向-復路,-0.8512339933546071
733,upper,on,左方向-復路,-0.6533408892693596
734,upper,on,左方向-復路,-0.8547120411552706
735,upper,on,左方向-復路,-0.581605235968671
736,upper,on,左方向-復路,-0.7545875044295042
737,upper,on,左方向-復路,-0.9569542674498183
738,upper,on,左方向-復路,-1.175328206288735
739,upper,on,左方向-復路,-1.3357428738643187
740,upper,on,左方向-復路,-0.9746546182163579
741,upper,on,左方向-復路,-0.3963623083943402
742,upper,on,左方向-復路,-0.7262649687068145
743,upper,on,左方向-復路,-0.8757469531354434
744,upper,on,左方向-復路,-0.853996980895432
745,upper,on,左方向-復路,-1.442965609040935
746,upper,on,左方向-復路,-0.9307603263995026
747,upper,on,左方向-復路,-0.6554870602531198
748,upper,on,左方向-復路,-0.8567853370347256
749,upper,on,左方向-復路,-0.8246693449799252
750,upper,on,左方向-復路,-0.5253356165217828
751,upper,on,左方向-復路,-0.2825273324871584
752,upper,on,左方向-復路,-0.48926690124222083
753,upper,on,左方向-復路,-0.5427802784242589
754,upper,on,左方向-復路,-0.2677209647799716
755,upper,on,左方向-復路,-1.3988278586059852
756,upper,on,左方向-復路,-1.4394922461556563
757,upper,on,左方向-復路,-0.9509582033355503
758,upper,on,左方向-復路,-1.0450502482608826
759,upper,on,左方向-復路,-1.0176769440189988
760,upper,on,左方向-復路,-0.7348389788215981
761,upper,on,左方向-復路,-0.6492961624385133
762,upper,on,左方向-復路,-0.7264040862477465
763,upper,on,左方向-復路,-0.8865852051808323
764,upper,on,左方向-復路,-0.6803445468589723
765,upper,on,左方向-復路,-1.066156375582711
766,upper,on,左方向-復路,-0.7501749036055152
767,upper,on,左方向-復路,-1.098116394784353
768,upper,on,左方向-復路,-0.8818173392763492
769,upper,on,左方向-復路,-0.8492621838593495
770,upper,on,左方向-復路,-0.7405471317934011
771,upper,on,左方向-復路,-0.9802140169212664
772,upper,on,左方向-復路,-0.9276450457627876
773,upper,on,左方向-復路,-0.6524434895074779
774,upper,on,左方向-復路,-1.106291927205766
775,upper,on,左方向-復路,-1.0231064941611168
776,upper,on,左方向-復路,-0.9869190545205597
777,upper,on,左方向-復路,-0.9698467786348697
778,upper,on,左方向-復路,-0.809001243417424
779,upper,on,左方向-復路,-0.9457030706415779
780,upper,on,左方向-復路,-0.5395643753874942
781,upper,on,左方向-復路,-0.8019076891315694
782,upper,on,左方向-復路,-0.8007529900351159
783,upper,on,左方向-復路,-0.9955444300753677
784,upper,on,左方向-復路,-1.0020878932501056
785,upper,on,左方向-復路,-0.8061187015403671
786,upper,on,左方向-復路,-0.8904256164462717
787,upper,on,左方向-復路,-0.4994569724397178
788,upper,on,左方向-復路,-0.5175564426794635
789,upper,on,左方向-復路,-0.599844069233896
790,upper,on,左方向-復路,-0.9147732523623138
791,upper,on,左方向-復路,-0.8287880187885874
792,upper,on,左方向-復路,-0.8565182224803153
793,upper,on,左方向-復路,-0.2643641949409686
794,upper,on,左方向-復路,-0.7364790759576906
795,upper,on,左方向-復路,-1.1184740748356459
796,upper,on,左方向-復路,-0.98489232678287
797,upper,on,左方向-復路,-0.5022879745620088
798,upper,on,左方向-復路,0.5569789831349173
799,upper,on,左方向-復路,-0.6933400972064847
800,upper,on,左方向-復路,-0.6868665382746075
801,upper,on,左方向-復路,-0.5536504184930747
802,upper,on,左方向-復路,-0.4951690589119381
803,upper,on,左方向-復路,-0.5360867451674329
804,upper,on,左方向-復路,-0.4771282050703099
805,upper,on,左方向-復路,-0.8505340635180988
806,upper,on,左方向-復路,-0.9751841595336481
807,upper,on,左方向-復路,-0.376622551280405
808,upper,on,左方向-復路,-0.9891999578678196
809,upper,on,左方向-復路,-0.8620809776096261
810,upper,on,左方向-復路,-0.8274753004261294
811,upper,on,左方向-復路,-0.8222697876113628
812,upper,on,左方向-復路,-0.9136623958775891
813,upper,on,左方向-復路,-0.8733644141607094
814,upper,on,左方向-復路,-0.5231989068539352
815,upper,on,左方向-復路,-0.9815330508621486
816,upper,on,左方向-復路,-0.9222057395253803
817,upper,on,左方向-復路,-0.8604790940175497
818,upper,on,左方向-復路,-0.8072063037632058
819,upper,on,左方向-復路,-0.7423104467080428
820,upper,on,左方向-復路,-1.0401510496066937
821,upper,on,左方向-復路,-1.1418250976276612
822,upper,on,左方向-復路,-1.1272211949659956
823,upper,on,左方向-復路,-1.0840394655022407
824,upper,on,左方向-復路,-0.93011669222759
825,upper,on,左方向-復路,-0.8950343688212851
826,upper,on,左方向-復路,-0.9759009454914048
827,upper,on,左方向-復路,-1.2128542423087099
828,upper,on,左方向-復路,-1.299968209737473
829,upper,on,左方向-復路,-0.8798697188555954
830,upper,on,左方向-復路,-0.6675552114480477
831,upper,on,左方向-復路,-1.1625691693165567
832,upper,on,左方向-復路,-0.5387346927283655
833,upper,on,左方向-復路,-0.9456398232878629
834,upper,on,左方向-復路,-0.8696381490373335
835,upper,on,左方向-復路,-0.43528138535826094
836,upper,on,左方向-復路,-0.8393918937296178
837,upper,on,左方向-復路,-0.7607526828633567
838,upper,on,左方向-復路,-0.5397464170480972
839,upper,on,左方向-復路,-0.6839284252268316
840,upper,off,左方向-復路,-0.7518892341339246
841,upper,off,左方向-復路,-0.9834524708156674
842,upper,off,左方向-復路,-0.3419822834528754
843,upper,off,左方向-復路,-0.4518604211136359
844,upper,off,左方向-復路,-0.7567597352293757
845,upper,off,左方向-復路,-0.6560887195298262
846,upper,off,左方向-復路,-0.8399900733855357
847,upper,off,左方向-復路,-0.5847338444872144
848,upper,off,左方向-復路,-0.686356268270091
849,upper,off,左方向-復路,-0.8125235104729035
850,upper,off,左方向-復路,-1.222740945602576
851,upper,off,左方向-復路,-0.6775159907420962
852,upper,off,左方向-復路,-0.4750484904199171
853,upper,off,左方向-復路,-0.8177105004988232
854,upper,off,左方向-復路,-0.8500756296579425
855,upper,off,左方向-復路,-0.615606079476292
856,upper,off,左方向-復路,-0.7749225360942509
857,upper,off,左方向-復路,-0.9666147485690214
858,upper,off,左方向-復路,-1.16187547394984
859,upper,off,左方向-復路,-1.604544013369891
860,upper,off,左方向-復路,-1.1523293046477958
861,upper,off,左方向-復路,-0.4579082074262643
862,upper,off,左方向-復路,-0.9073209451475716
863,upper,off,左方向-復路,-0.8037853335209474
864,upper,off,左方向-復路,-0.6589620822727761
865,upper,off,左方向-復路,-1.3222709321534147
866,upper,off,左方向-復路,-0.5403221552043269
867,upper,off,左方向-復路,-0.7209908281698392
868,upper,off,左方向-復路,-0.7440579084125375
869,upper,off,左方向-復路,-0.5823046429716802
870,upper,off,左方向-復路,-0.3790659416846566
871,upper,off,左方向-復路,-0.2772772748646426
872,upper,off,左方向-復路,-0.4011902650242662
873,upper,off,左方向-復路,-0.1949143088259248
874,upper,off,左方向-復路,-0.4442521547870294
875,upper,off,左方向-復路,-1.0124219745845568
876,upper,off,左方向-復路,-1.4151516161333162
877,upper,off,左方向-復路,-0.9041696891746691
878,upper,off,左方向-復路,-0.9516332429118625
879,upper,off,左方向-復路,-0.9825235770615076
880,upper,off,左方向-復路,-0.7823091428826832
881,upper,off,左方向-復路,-0.7686207256940116
882,upper,off,左方向-復路,-0.7511287484536352
883,upper,off,左方向-復路,-0.8644028760208238
884,upper,off,左方向-復路,-0.9407454254536636
885,upper,off,左方向-復路,-1.0363590452266436
886,upper,off,左方向-復路,-0.9013336599855253
887,upper,off,左方向-復路,-0.8651981837013529
888,upper,off,左方向-復路,-1.041997865005556
889,upper,off,左方向-復路,-0.7897009411387431
890,upper,off,左方向-復路,-0.03115645445994314
891,upper,off,左方向-復路,-0.23743756963854548
892,upper,off,左方向-復路,-0.2018262538220901
893,upper,off,左方向-復路,-0.373883441313739
894,upper,off,左方向-復路,-0.4249969482581055
895,upper,off,左方向-復路,-0.8005674387538317
896,upper,off,左方向-復路,-0.7426288956221108
897,upper,off,左方向-復路,-0.7794166833772715
898,upper,off,左方向-復路,-0.7733219691839008
899,upper,off,左方向-復路,-0.5023205804642655
900,upper,off,左方向-復路,-0.5882294253769239
901,upper,off,左方向-復路,-0.5504816727602868
902,upper,off,左方向-復路,-0.821661237771424
903,upper,off,左方向-復路,-0.8992378393573611
904,upper,off,左方向-復路,-0.9020971619249651
905,upper,off,左方向-復路,-0.5688070405574609
906,upper,off,左方向-復路,-0.027170426724530312
907,upper,off,左方向-復路,-0.13599523757098603
908,upper,off,左方向-復路,-0.10562392077968717
909,upper,off,左方向-復路,-0.6235975138065146
910,upper,off,左方向-復路,-0.9831192416985817
911,upper,off,左方向-復路,-0.94140162146708
912,upper,off,左方向-復路,-0.8291946799591702
913,upper,off,左方向-復路,-0.46896819020885183
914,upper,off,左方向-復路,-1.1410916163914446
915,upper,off,左方向-復路,-0.43801181168015446
916,upper,off,左方向-復路,0.2814025960502065
917,upper,off,左方向-復路,0.055398115457853996
918,upper,off,左方向-復路,-0.20947636131529304
919,upper,off,左方向-復路,-0.6510665301678609
920,upper,off,左方向-復路,-0.6840219379453802
921,upper,off,左方向-復路,-0.5827329694372484
922,upper,off,左方向-復路,-0.5571688794172334
923,upper,off,左方向-復路,-0.5958838341366185
924,upper,off,左方向-復路,-0.5276259578228782
925,upper,off,左方向-復路,-0.7105368888972492
926,upper,off,左方向-復路,-1.029854152528656
927,upper,off,左方向-復路,-0.9934512112490423
928,upper,off,左方向-復路,-0.9895253299768816
929,upper,off,左方向-復路,-0.799659275839395
930,upper,off,左方向-復路,-0.8083423164524939
931,upper,off,左方向-復路,-0.6662097760915839
932,upper,off,左方向-復路,0.1286346048094399
933,upper,off,左方向-復路,-0.4660412236671474
934,upper,off,左方向-復路,0.14577163313793776
935,upper,off,左方向-復路,-0.7632794753231145
936,upper,off,左方向-復路,-0.8702012860279982
937,upper,off,左方向-復路,-0.6451108266102994
938,upper,off,左方向-復路,-0.5230202144710115
939,upper,off,左方向-復路,0.07770872587778742
940,upper,off,左方向-復路,-0.9412661567604131
941,upper,off,左方向-復路,-0.6124821275456273
942,upper,off,左方向-復路,-0.9169196055266319
943,upper,off,左方向-復路,-0.24149149640517814
944,upper,off,左方向-復路,-1.2539677380832064
945,upper,off,左方向-復路,-0.6722975567619515
946,upper,off,左方向-復路,-0.49393969228279244
947,upper,off,左方向-復路,-0.8831128208057809
948,upper,off,左方向-復路,-0.1308455520862101
949,upper,off,左方向-復路,-1.0662185572014446
950,upper,off,左方向-復路,-0.41625451961087223
951,upper,off,左方向-復路,-0.7679011315115339
952,upper,off,左方向-復路,-0.7259091106668984
953,upper,off,左方向-復路,-1.1545439227237442
954,upper,off,左方向-復路,-0.9904183916806806
955,upper,off,左方向-復路,-0.15253193825360023
956,upper,off,左方向-復路,-0.6194355003168541
957,upper,off,左方向-復路,-0.5521327235263673
958,upper,off,左方向-復路,-0.5309332196003376
959,upper,off,左方向-復路,-0.2837567591623383
960,bottom,on,右方向-往路,-0.4896732045525856
961,bottom,on,右方向-往路,0.4111961795268112
962,bottom,on,右方向-往路,-0.30213904527374835
963,bottom,on,右方向-往路,-0.6991863385493073
964,bottom,on,右方向-往路,-0.6154697939848944
965,bottom,on,右方向-往路,-0.3149344327649607
966,bottom,on,右方向-往路,-0.13441079130113306
967,bottom,on,右方向-往路,-0.6386496734829674
968,bottom,on,右方向-往路,-0.5217612909916604
969,bottom,on,右方向-往路,-0.3853488856601732
970,bottom,on,右方向-往路,1.8144981794203074
971,bottom,on,右方向-往路,1.5005702698258792
972,bottom,on,右方向-往路,0.3765652327107569
973,bottom,on,右方向-往路,1.3942818260696015
974,bottom,on,右方向-往路,1.025390396664235
975,bottom,on,右方向-往路,-0.1468664104807685
976,bottom,on,右方向-往路,-0.25620904712887826
977,bottom,on,右方向-往路,-0.1580387172790959
978,bottom,on,右方向-往路,-0.5306883451855152
979,bottom,on,右方向-往路,-0.12525892973612798
980,bottom,on,右方向-往路,0.4422105797834113
981,bottom,on,右方向-往路,0.05413669940309137
982,bottom,on,右方向-往路,0.016490548070802462
983,bottom,on,右方向-往路,0.08820505589176997
984,bottom,on,右方向-往路,0.4203531559052779
985,bottom,on,右方向-往路,1.2340010289681462
986,bottom,on,右方向-往路,0.2553308155339276
987,bottom,on,右方向-往路,0.7599728207904906
988,bottom,on,右方向-往路,0.7455846489037584
989,bottom,on,右方向-往路,0.7903123283472522
990,bottom,on,右方向-往路,-0.04625943423263443
991,bottom,on,右方向-往路,-0.12415423603394149
992,bottom,on,右方向-往路,-0.22717170194675188
993,bottom,on,右方向-往路,-0.3272608650725048
994,bottom,on,右方向-往路,-0.17009524149721267
995,bottom,on,右方向-往路,0.7752065880489375
996,bottom,on,右方向-往路,-0.0327412380057952
997,bottom,on,右方向-往路,-0.12367543463912584
998,bottom,on,右方向-往路,-0.21483164788701486
999,bottom,on,右方向-往路,0.21874119300683856
1000,bottom,on,右方向-往路,0.8506781291709467
1001,bottom,on,右方向-往路,0.9326152257215632
1002,bottom,on,右方向-往路,0.8404492093074527
1003,bottom,on,右方向-往路,0.6262818712500662
1004,bottom,on,右方向-往路,0.20787708339339192
1005,bottom,on,右方向-往路,0.49728161848546504
1006,bottom,on,右方向-往路,0.342023598517135
1007,bottom,on,右方向-往路,0.008474022429072295
1008,bottom,on,右方向-往路,-0.13070919499447747
1009,bottom,on,右方向-往路,-0.2491208428463713
1010,bottom,on,右方向-往路,-0.5582608518299097
1011,bottom,on,右方向-往路,-0.5833526155298631
1012,bottom,on,右方向-往路,-0.8658936887266512
1013,bottom,on,右方向-往路,-0.7371079515244227
1014,bottom,on,右方向-往路,-0.6670364015414365
1015,bottom,on,右方向-往路,1.332440400326045
1016,bottom,on,右方向-往路,0.6448784053706066
1017,bottom,on,右方向-往路,-0.12014451430281828
1018,bottom,on,右方向-往路,-0.13990761011639666
1019,bottom,on,右方向-往路,0.2336695437127111
1020,bottom,on,右方向-往路,-0.15884103916437559
1021,bottom,on,右方向-往路,-0.36959525989137165
1022,bottom,on,右方向-往路,-0.08733763155343138
1023,bottom,on,右方向-往路,-0.2043433041476362
1024,bottom,on,右方向-往路,-0.15511409176248636
1025,bottom,on,右方向-往路,0.5053735106530833
1026,bottom,on,右方向-往路,0.40448829240989076
1027,bottom,on,右方向-往路,0.35398405222213297
1028,bottom,on,右方向-往路,0.9666292828509832
1029,bottom,on,右方向-往路,-0.113996723044683
1030,bottom,on,右方向-往路,0.06347604667122184
1031,bottom,on,右方向-往路,0.10299647547475742
1032,bottom,on,右方向-往路,0.5322855128628495
1033,bottom,on,右方向-往路,0.16519243249073248
1034,bottom,on,右方向-往路,-0.15813266900711612
1035,bottom,on,右方向-往路,0.48998847641118787
1036,bottom,on,右方向-往路,0.7015708799217878
1037,bottom,on,右方向-往路,1.876594623493809
1038,bottom,on,右方向-往路,1.4841828393110437
1039,bottom,on,右方向-往路,1.3946958127317977
1040,bottom,on,右方向-往路,-0.4084785717596784
1041,bottom,on,右方向-往路,-0.3313198518404476
1042,bottom,on,右方向-往路,-0.32624697133726366
1043,bottom,on,右方向-往路,-0.43832008913458326
1044,bottom,on,右方向-往路,-0.40182212720184185
1045,bottom,on,右方向-往路,1.4234279741408395
1046,bottom,on,右方向-往路,1.2865681190394924
1047,bottom,on,右方向-往路,1.1439372772961378
1048,bottom,on,右方向-往路,0.5750007946661968
1049,bottom,on,右方向-往路,0.4649305486348614
1050,bottom,on,右方向-往路,-0.060928745611674516
1051,bottom,on,右方向-往路,1.0422472708203931
1052,bottom,on,右方向-往路,0.433689642295202
1053,bottom,on,右方向-往路,0.060415573498056284
1054,bottom,on,右方向-往路,0.7769678210565932
1055,bottom,on,右方向-往路,0.34612826736375607
1056,bottom,on,右方向-往路,2.780717258550705
1057,bottom,on,右方向-往路,2.209261630476568
1058,bottom,on,右方向-往路,2.2154184859222843
1059,bottom,on,右方向-往路,2.8515548945477023
1060,bottom,on,右方向-往路,0.36995221377420984
1061,bottom,on,右方向-往路,0.10280560542376244
1062,bottom,on,右方向-往路,0.07956644566477244
1063,bottom,on,右方向-往路,-0.03851722972384862
1064,bottom,on,右方向-往路,-0.06082744783848016
1065,bottom,on,右方向-往路,0.7328828729404032
1066,bottom,on,右方向-往路,1.3011104319836555
1067,bottom,on,右方向-往路,1.1218669717569612
1068,bottom,on,右方向-往路,0.37425822395776187
1069,bottom,on,右方向-往路,0.4630386926098245
1070,bottom,on,右方向-往路,-0.43594084573460473
1071,bottom,on,右方向-往路,0.478326037950293
1072,bottom,on,右方向-往路,0.09112142788083777
1073,bottom,on,右方向-往路,-0.30451783576789376
1074,bottom,on,右方向-往路,-0.8906009680538369
1075,bottom,on,右方向-往路,0.3862103461286256
1076,bottom,on,右方向-往路,0.2087945791868244
1077,bottom,on,右方向-往路,-0.033874695388229535
1078,bottom,on,右方向-往路,-0.43912272207715786
1079,bottom,on,右方向-往路,0.06848362103660684
1080,bottom,off,右方向-往路,-0.22764411230321002
1081,bottom,off,右方向-往路,-0.20468999588576603
1082,bottom,off,右方向-往路,0.2589832781834658
1083,bottom,off,右方向-往路,0.34630872432298765
1084,bottom,off,右方向-往路,-0.24705318327981624
1085,bottom,off,右方向-往路,-0.21089993422394177
1086,bottom,off,右方向-往路,-0.250209757393919
1087,bottom,off,右方向-往路,-0.284306236930989
1088,bottom,off,右方向-往路,-0.08123258739731813
1089,bottom,off,右方向-往路,-0.39381672063314005
1090,bottom,off,右方向-往路,1.0136715832417535
1091,bottom,off,右方向-往路,0.5115682923636458
1092,bottom,off,右方向-往路,1.359565094532105
1093,bottom,off,右方向-往路,1.8762957695572766
1094,bottom,off,右方向-往路,2.514322632589664
1095,bottom,off,右方向-往路,-0.3072255451412305
1096,bottom,off,右方向-往路,-0.12694410811388496
1097,bottom,off,右方向-往路,0.48210389769204925
1098,bottom,off,右方向-往路,0.5180102243578767
1099,bottom,off,右方向-往路,0.971676774311673
1100,bottom,off,右方向-往路,0.6516766507559129
1101,bottom,off,右方向-往路,0.33612544745694817
1102,bottom,off,右方向-往路,0.7124137402637197
1103,bottom,off,右方向-往路,0.8177456840533606
1104,bottom,off,右方向-往路,0.8594299254961993
1105,bottom,off,右方向-往路,0.631895178898369
1106,bottom,off,右方向-往路,1.1502425280451232
1107,bottom,off,右方向-往路,0.857957500697758
1108,bottom,off,右方向-往路,1.0159911040611764
1109,bottom,off,右方向-往路,0.6557430718932103
1110,bottom,off,右方向-往路,-0.2697587179510451
1111,bottom,off,右方向-往路,-0.22382092662141595
1112,bottom,off,右方向-往路,-0.19921833373810693
1113,bottom,off,右方向-往路,-0.21657962598735117
1114,bottom,off,右方向-往路,-0.08835098240779125
1115,bottom,off,右方向-往路,0.19406385509500135
1116,bottom,off,右方向-往路,0.7583019662833917
1117,bottom,off,右方向-往路,0.1680297607739844
1118,bottom,off,右方向-往路,0.09446907429121894
1119,bottom,off,右方向-往路,0.9885029847100645
1120,bottom,off,右方向-往路,0.7980420916114296
1121,bottom,off,右方向-往路,-0.006520601986940287
1122,bottom,off,右方向-往路,0.167695655792695
1123,bottom,off,右方向-往路,0.36424181214232276
1124,bottom,off,右方向-往路,1.2701395845158028
1125,bottom,off,右方向-往路,-0.3908811218212112
1126,bottom,off,右方向-往路,-0.5276884695462106
1127,bottom,off,右方向-往路,-0.45399363178405583
1128,bottom,off,右方向-往路,-0.4428623948561316
1129,bottom,off,右方向-往路,-0.21977844497565213
1130,bottom,off,右方向-往路,-0.6567548739995773
1131,bottom,off,右方向-往路,-0.2535865652715913
1132,bottom,off,右方向-往路,-0.4375889898288283
1133,bottom,off,右方向-往路,-0.5810243237337722
1134,bottom,off,右方向-往路,-0.39259370577932895
1135,bottom,off,右方向-往路,0.31667551034290703
1136,bottom,off,右方向-往路,1.5483974840422712
1137,bottom,off,右方向-往路,0.9641514827454364
1138,bottom,off,右方向-往路,1.3202132353830835
1139,bottom,off,右方向-往路,0.9767804349856642
1140,bottom,off,右方向-往路,-0.5045724450179032
1141,bottom,off,右方向-往路,-0.4498087480861059
1142,bottom,off,右方向-往路,-0.33789160640746607
1143,bottom,off,右方向-往路,0.4831412069983915
1144,bottom,off,右方向-往路,-0.1818794255155089
1145,bottom,off,右方向-往路,0.33623252203229936
1146,bottom,off,右方向-往路,-0.06376932136529384
1147,bottom,off,右方向-往路,0.7004610164614883
1148,bottom,off,右方向-往路,0.2648547581404742
1149,bottom,off,右方向-往路,0.11213680579409656
1150,bottom,off,右方向-往路,-0.3763009880730779
1151,bottom,off,右方向-往路,-0.567771007429631
1152,bottom,off,右方向-往路,-0.39796936579196485
1153,bottom,off,右方向-往路,-0.35772240113494147
1154,bottom,off,右方向-往路,-0.17976645267431413
1155,bottom,off,右方向-往路,-0.0927892602299153
1156,bottom,off,右方向-往路,0.06803206394866217
1157,bottom,off,右方向-往路,1.4857011285683015
1158,bottom,off,右方向-往路,0.22944254318172883
1159,bottom,off,右方向-往路,1.0785785008590125
1160,bottom,off,右方向-往路,-0.47517163626341724
1161,bottom,off,右方向-往路,-0.37598178012059663
1162,bottom,off,右方向-往路,-0.3129014857476916
1163,bottom,off,右方向-往路,-0.2604538461852502
1164,bottom,off,右方向-往路,-0.01077669484628315
1165,bottom,off,右方向-往路,1.204687762485413
1166,bottom,off,右方向-往路,0.6532505187765103
1167,bottom,off,右方向-往路,1.923662020695619
1168,bottom,off,右方向-往路,1.8180720437495135
1169,bottom,off,右方向-往路,1.834183387427617
1170,bottom,off,右方向-往路,0.062326211902389295
1171,bottom,off,右方向-往路,-0.16681321213230751
1172,bottom,off,右方向-往路,0.1049615314428064
1173,bottom,off,右方向-往路,-0.5260457614662736
