# OpenSignals Text File Format. Version 1
# {"00:07:80:8C:0A:39": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:8C:0A:39", "device connection": "BTH00:07:80:8C:0A:39", "sampling rate": 1000, "resolution": [16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-3-17", "time": "11:12:33.634", "channels": [1, 2], "sensor": ["EMG", "EMG"], "label": ["CH1", "CH2"], "column": ["nSeq", "DI", "CH1", "CH2"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["gray", "yellow"], "convertedValues": 0}}
# EndOfHeader
0	0	32862	32718	
1	0	32748	32762	
2	0	32810	32804	
3	0	32808	32794	
4	0	32784	32752	
5	0	32856	32818	
6	0	32802	32802	
7	0	32836	32848	
8	0	32800	32839	
9	0	32856	32766	
10	0	32856	32775	
11	0	32812	32770	
12	0	32820	32884	
13	0	32804	32826	
14	0	32752	32804	
15	0	32812	32692	
16	0	32856	32714	
17	0	32832	32632	
18	0	32768	32808	
19	0	32824	32794	
20	0	32850	32828	
21	0	32808	32830	
22	0	32788	32774	
23	0	32828	32842	
24	0	32830	32794	
25	0	32764	32790	
26	0	32840	32704	
27	0	32872	32727	
28	0	32820	32896	
29	0	32804	32742	
30	0	32806	32826	
31	0	32794	32767	
32	0	32794	32770	
33	0	32768	32804	
34	0	32748	32821	
35	0	32844	32720	
36	0	32828	32700	
37	0	32820	32638	
38	0	32892	32748	
39	0	32816	32702	
40	0	32772	32796	
41	0	32768	32832	
42	0	32800	32792	
43	0	32792	32850	
44	0	32788	32844	
45	0	32762	32726	
46	0	32810	32752	
47	0	32832	32748	
48	0	32864	32786	
49	0	32772	32815	
50	0	32820	32826	
51	0	32848	32790	
52	0	32790	32801	
53	0	32828	32647	
54	0	32824	32710	
55	0	32848	32775	
56	0	32856	32820	
57	0	32769	32804	
58	0	32800	32712	
59	0	32804	32702	
60	0	32788	32799	
61	0	32742	32819	
62	0	32784	32816	
63	0	32740	32756	
64	0	32824	32711	
65	0	32764	32718	
66	0	32832	32752	
67	0	32756	32720	
68	0	32830	32866	
69	0	32826	32763	
70	0	32850	32725	
71	0	32816	32716	
72	0	32844	32726	
73	0	32848	32796	
74	0	32832	32807	
75	0	32840	32786	
76	0	32800	32794	
77	0	32816	32766	
78	0	32828	32775	
79	0	32788	32840	
80	0	32800	32804	
81	0	32844	32732	
82	0	32832	32711	
83	0	32832	32721	
84	0	32784	32743	
85	0	32834	32802	
86	0	32848	32712	
87	0	32784	32800	
88	0	32794	32752	
89	0	32812	32724	
90	0	32800	32775	
91	0	32802	32800	
92	0	32794	32864	
93	0	32774	32747	
94	0	32820	32754	
95	0	32856	32770	
96	0	32834	32644	
97	0	32846	32684	
98	0	32762	32688	
99	0	32796	32684	
100	0	32852	32846	
101	0	32770	32814	
102	0	32794	32746	
103	0	32788	32729	
104	0	32826	32806	
105	0	32832	32838	
106	0	32820	32754	
107	0	32884	32736	
108	0	32820	32716	
109	0	32812	32678	
110	0	32828	32727	
111	0	32814	32852	
112	0	32768	32775	
113	0	32772	32743	
114	0	32796	32716	
115	0	32860	32764	
116	0	32772	32756	
117	0	32854	32788	
118	0	32800	32760	
119	0	32772	32833	
120	0	32794	32724	
121	0	32740	32783	
122	0	32736	32799	
123	0	32798	32854	
124	0	32880	32818	
125	0	32828	32830	
126	0	32800	32710	
127	0	32768	32666	
128	0	32788	32668	
129	0	32812	32644	
130	0	32850	32816	
131	0	32828	32908	
132	0	32756	32860	
133	0	32852	32820	
134	0	32830	32830	
135	0	32860	32768	
136	0	32856	32800	
137	0	32830	32775	
138	0	32826	32704	
139	0	32792	32746	
140	0	32824	32812	
141	0	32852	32840	
142	0	32800	32796	
143	0	32770	32879	
144	0	32832	32742	
145	0	32822	32668	
146	0	32762	32775	
147	0	32842	32738	
148	0	32736	32812	
149	0	32852	32734	
150	0	32860	32735	
151	0	32800	32806	
152	0	32900	32807	
153	0	32806	32756	
154	0	32772	32718	
155	0	32863	32728	
156	0	32788	32880	
157	0	32848	32820	
158	0	32775	32690	
159	0	32756	32736	
160	0	32842	32872	
161	0	32745	32788	
162	0	32808	32678	
163	0	32776	32894	
164	0	32784	32904	
165	0	32782	32757	
166	0	32825	32840	
167	0	32888	32804	
168	0	32798	32728	
169	0	32872	32730	
170	0	32812	32846	
171	0	32896	32772	
172	0	32888	32834	
173	0	32800	32810	
174	0	32820	32740	
175	0	32880	32694	
176	0	32844	32668	
177	0	32764	32694	
178	0	32800	32806	
179	0	32776	32761	
180	0	32802	32816	
181	0	32760	32735	
182	0	32850	32716	
183	0	32762	32738	
184	0	32816	32734	
185	0	32800	32794	
186	0	32800	32766	
187	0	32828	32748	
188	0	32802	32711	
189	0	32868	32702	
190	0	32746	32806	
191	0	32810	32762	
192	0	32834	32844	
193	0	32812	32738	
194	0	32768	32734	
195	0	32824	32834	
196	0	32836	32785	
197	0	32802	32838	
198	0	32784	32692	
199	0	32776	32698	
200	0	32820	32774	
201	0	32836	32754	
202	0	32858	32798	
203	0	32798	32719	
204	0	32870	32738	
205	0	32766	32826	
206	0	32820	32742	
207	0	32772	32753	
208	0	32810	32820	
209	0	32840	32765	
210	0	32752	32732	
211	0	32796	32826	
212	0	32876	32762	
213	0	32780	32878	
214	0	32864	32655	
215	0	32864	32836	
216	0	32788	32727	
217	0	32798	32744	
218	0	32826	32801	
219	0	32893	32784	
220	0	32776	32734	
221	0	32880	32790	
222	0	32792	32752	
223	0	32812	32774	
224	0	32788	32792	
225	0	32810	32698	
226	0	32816	32743	
227	0	32820	32808	
228	0	32768	32740	
229	0	32852	32759	
230	0	32806	32770	
231	0	32794	32748	
232	0	32772	32694	
233	0	32820	32724	
234	0	32780	32808	
235	0	32752	32760	
236	0	32836	32772	
237	0	32840	32803	
238	0	32802	32806	
239	0	32758	32638	
240	0	32904	32698	
241	0	32784	32878	
242	0	32800	32848	
243	0	32804	32783	
244	0	32812	32812	
245	0	32838	32710	
246	0	32768	32708	
247	0	32844	32734	
248	0	32816	32820	
249	0	32826	32792	
250	0	32938	32775	
251	0	32752	32775	
252	0	32852	32608	
253	0	32794	32716	
254	0	32744	32794	
255	0	32836	32775	
256	0	32862	32766	
257	0	32812	32752	
258	0	32824	32704	
259	0	32782	32758	
260	0	32804	32796	
261	0	32816	32894	
262	0	32856	32836	
263	0	32820	32756	
264	0	32768	32692	
265	0	32840	32668	
266	0	32798	32687	
267	0	32812	32721	
268	0	32792	32679	
269	0	32864	32807	
270	0	32824	32816	
271	0	32814	32725	
272	0	32780	32838	
273	0	32790	32838	
274	0	32852	32742	
275	0	32784	32738	
276	0	32860	32719	
277	0	32740	32775	
278	0	32836	32742	
279	0	32874	32770	
280	0	32796	32846	
281	0	32846	32830	
282	0	32816	32808	
283	0	32800	32796	
284	0	32752	32736	
285	0	32856	32724	
286	0	32844	32672	
287	0	32804	32788	
288	0	32804	32866	
289	0	32830	32794	
290	0	32788	32775	
291	0	32848	32756	
292	0	32812	32670	
293	0	32774	32712	
294	0	32832	32720	
295	0	32854	32732	
296	0	32840	32802	
297	0	32812	32774	
298	0	32820	32708	
299	0	32782	32756	
300	0	32800	32870	
301	0	32820	32840	
302	0	32812	32775	
303	0	32816	32694	
304	0	32804	32764	
305	0	32816	32750	
306	0	32832	32807	
307	0	32740	32774	
308	0	32856	32742	
309	0	32792	32736	
310	0	32828	32771	
311	0	32824	32644	
312	0	32796	32634	
313	0	32752	32788	
314	0	32824	32788	
315	0	32752	32724	
316	0	32772	32752	
317	0	32728	32676	
318	0	32752	32590	
319	0	32798	32628	
320	0	32746	32644	
321	0	32742	32703	
322	0	32728	32858	
323	0	32748	32764	
324	0	32848	32775	
325	0	32782	32790	
326	0	32728	32775	
327	0	32772	32774	
328	0	32868	32870	
329	0	32844	32710	
330	0	32928	32712	
331	0	32786	32876	
332	0	32872	32884	
333	0	32894	32879	
334	0	32902	32900	
335	0	32904	32932	
336	0	32876	32872	
337	0	32890	32855	
338	0	32988	32754	
339	0	32960	32896	
340	0	32920	32895	
341	0	32902	32903	
342	0	32800	32775	
343	0	32876	32900	
344	0	32888	32848	
345	0	32840	32838	
346	0	32866	32850	
347	0	32860	32902	
348	0	32856	32818	
349	0	32828	32918	
350	0	32846	32711	
351	0	32822	32602	
352	0	32740	32647	
353	0	32784	32680	
354	0	32718	32720	
355	0	32780	32644	
356	0	32776	32727	
357	0	32748	32644	
358	0	32756	32597	
359	0	32718	32620	
360	0	32730	32674	
361	0	32713	32583	
362	0	32744	32884	
363	0	32760	32807	
364	0	32728	32788	
365	0	32788	32862	
366	0	32808	32772	
367	0	32818	32775	
368	0	32832	32722	
369	0	32770	32743	
370	0	32812	32782	
371	0	32810	32823	
372	0	32844	32788	
373	0	32842	32806	
374	0	32808	32748	
375	0	32777	32732	
376	0	32796	32714	
377	0	32890	32706	
378	0	32816	32796	
379	0	32800	32736	
380	0	32736	32830	
381	0	32804	32823	
382	0	32824	32820	
383	0	32817	32823	
384	0	32788	32740	
385	0	32868	32692	
386	0	32832	32700	
387	0	32802	32740	
388	0	32786	32724	
389	0	32846	32836	
390	0	32832	32823	
391	0	32836	32746	
392	0	32802	32839	
393	0	32856	32800	
394	0	32786	32768	
395	0	32800	32756	
396	0	32764	32656	
397	0	32810	32708	
398	0	32872	32760	
399	0	32806	32844	
400	0	32770	32772	
401	0	32726	32711	
402	0	32856	32796	
403	0	32868	32812	
404	0	32808	32871	
405	0	32768	32678	
406	0	32816	32746	
407	0	32764	32679	
408	0	32792	32688	
409	0	32853	32870	
410	0	32760	32820	
411	0	32872	32775	
412	0	32808	32839	
413	0	32826	32788	
414	0	32846	32790	
415	0	32838	32729	
416	0	32852	32624	
417	0	32808	32762	
418	0	32792	32788	
419	0	32760	32748	
420	0	32836	32775	
421	0	32768	32743	
422	0	32816	32794	
423	0	32830	32773	
424	0	32824	32770	
425	0	32800	32703	
426	0	32828	32730	
427	0	32816	32726	
428	0	32752	32824	
429	0	32858	32754	
430	0	32844	32770	
431	0	32794	32764	
432	0	32768	32662	
433	0	32856	32682	
434	0	32836	32766	
435	0	32748	32764	
436	0	32832	32846	
437	0	32808	32724	
438	0	32820	32678	
439	0	32768	32752	
440	0	32788	32930	
441	0	32868	32832	
442	0	32750	32762	
443	0	32846	32839	
444	0	32788	32730	
445	0	32784	32710	
446	0	32780	32812	
447	0	32820	32874	
448	0	32816	32771	
449	0	32790	32804	
450	0	32834	32692	
451	0	32872	32676	
452	0	32790	32692	
453	0	32784	32886	
454	0	32798	32796	
455	0	32844	32748	
456	0	32818	32740	
457	0	32780	32804	
458	0	32792	32798	
459	0	32852	32678	
460	0	32836	32656	
461	0	32820	32846	
462	0	32764	32854	
463	0	32804	32858	
464	0	32836	32758	
465	0	32854	32692	
466	0	32836	32834	
467	0	32846	32863	
468	0	32804	32751	
469	0	32816	32744	
470	0	32788	32728	
471	0	32826	32716	
472	0	32808	32814	
473	0	32798	32724	
474	0	32828	32741	
475	0	32868	32772	
476	0	32820	32902	
477	0	32836	32788	
478	0	32744	32678	
479	0	32840	32758	
480	0	32838	32708	
481	0	32761	32839	
482	0	32806	32790	
483	0	32830	32822	
484	0	32836	32686	
485	0	32778	32682	
486	0	32836	32730	
487	0	32778	32807	
488	0	32804	32708	
489	0	32756	32703	
490	0	32780	32858	
491	0	32858	32798	
492	0	32822	32764	
493	0	32888	32768	
494	0	32748	32772	
495	0	32736	32678	
496	0	32798	32696	
497	0	32828	32775	
498	0	32836	32732	
499	0	32808	32726	
500	0	32836	32810	
501	0	32750	32760	
502	0	32828	32814	
503	0	32734	32775	
504	0	32832	32870	
505	0	32792	32826	
506	0	32858	32744	
507	0	32794	32719	
508	0	32864	32724	
509	0	32812	32766	
510	0	32820	32884	
511	0	32768	32743	
512	0	32819	32830	
513	0	32844	32760	
514	0	32796	32807	
515	0	32892	32647	
516	0	32834	32836	
517	0	32844	32731	
518	0	32792	32764	
519	0	32808	32742	
520	0	32800	32682	
521	0	32802	32750	
522	0	32862	32812	
523	0	32842	32857	
524	0	32876	32822	
525	0	32792	32680	
526	0	32810	32748	
527	0	32818	32828	
528	0	32832	32798	
529	0	32800	32868	
530	0	32824	32812	
531	0	32820	32758	
532	0	32772	32820	
533	0	32784	32748	
534	0	32832	32804	
535	0	32860	32676	
536	0	32790	32796	
537	0	32812	32758	
538	0	32766	32724	
539	0	32872	32836	
540	0	32788	32668	
541	0	32768	32722	
542	0	32792	32796	
543	0	32817	32775	
544	0	32896	32774	
545	0	32794	32740	
546	0	32816	32788	
547	0	32788	32812	
548	0	32792	32862	
549	0	32788	32698	
550	0	32832	32666	
551	0	32820	32775	
552	0	32880	32775	
553	0	32840	32848	
554	0	32794	32742	
555	0	32853	32668	
556	0	32772	32775	
557	0	32822	32884	
558	0	32778	32775	
559	0	32744	32871	
560	0	32808	32756	
561	0	32886	32729	
562	0	32808	32868	
563	0	32812	32802	
564	0	32774	32766	
565	0	32804	32822	
566	0	32820	32706	
567	0	32832	32684	
568	0	32816	32808	
569	0	32748	32796	
570	0	32836	32852	
571	0	32804	32788	
572	0	32772	32724	
573	0	32789	32825	
574	0	32832	32752	
575	0	32804	32772	
576	0	32796	32720	
577	0	32800	32694	
578	0	32888	32775	
579	0	32816	32730	
580	0	32832	32858	
581	0	32834	32842	
582	0	32788	32698	
583	0	32790	32802	
584	0	32834	32758	
585	0	32834	32854	
586	0	32811	32686	
587	0	32774	32786	
588	0	32858	32831	
589	0	32782	32748	
590	0	32826	32786	
591	0	32772	32742	
592	0	32816	32752	
593	0	32852	32818	
594	0	32860	32760	
595	0	32800	32910	
596	0	32774	32700	
597	0	32874	32742	
598	0	32864	32678	
599	0	32868	32807	
600	0	32784	32759	
601	0	32804	32822	
602	0	32790	32774	
603	0	32774	32732	
604	0	32784	32800	
605	0	32846	32848	
606	0	32832	32855	
607	0	32774	32712	
608	0	32860	32762	
609	0	32824	32812	
610	0	32764	32732	
611	0	32874	32791	
612	0	32808	32734	
613	0	32828	32702	
614	0	32848	32847	
615	0	32792	32760	
616	0	32782	32864	
617	0	32814	32750	
618	0	32858	32648	
619	0	32820	32710	
620	0	32804	32796	
621	0	32780	32790	
622	0	32858	32839	
623	0	32832	32688	
624	0	32800	32702	
625	0	32764	32782	
626	0	32832	32750	
627	0	32812	32760	
628	0	32820	32762	
629	0	32852	32838	
630	0	32816	32775	
631	0	32836	32686	
632	0	32798	32886	
633	0	32792	32839	
634	0	32744	32756	
635	0	32840	32711	
636	0	32824	32692	
637	0	32764	32735	
638	0	32872	32790	
639	0	32822	32728	
640	0	32852	32796	
641	0	32856	32855	
642	0	32808	32708	
643	0	32788	32856	
644	0	32832	32774	
645	0	32736	32799	
646	0	32784	32772	
647	0	32802	32804	
648	0	32762	32782	
649	0	32802	32682	
650	0	32808	32732	
651	0	32825	32785	
652	0	32772	32794	
653	0	32796	32826	
654	0	32828	32726	
655	0	32734	32663	
656	0	32884	32804	
657	0	32820	32792	
658	0	32804	32766	
659	0	32820	32668	
660	0	32766	32764	
661	0	32812	32839	
662	0	32776	32775	
663	0	32776	32792	
664	0	32788	32760	
665	0	32780	32726	
666	0	32844	32842	
667	0	32790	32754	
668	0	32804	32711	
669	0	32772	32800	
670	0	32874	32727	
671	0	32808	32702	
672	0	32848	32764	
673	0	32752	32807	
674	0	32834	32807	
675	0	32800	32726	
676	0	32816	32775	
677	0	32860	32712	
678	0	32820	32738	
679	0	32788	32704	
680	0	32818	32810	
681	0	32788	32839	
682	0	32752	32798	
683	0	32800	32828	
684	0	32832	32828	
685	0	32848	32684	
686	0	32784	32748	
687	0	32844	32808	
688	0	32788	32724	
689	0	32808	32839	
690	0	32826	32746	
691	0	32900	32686	
692	0	32772	32721	
693	0	32778	32870	
694	0	32836	32748	
695	0	32736	32794	
696	0	32775	32706	
697	0	32804	32668	
698	0	32840	32814	
699	0	32810	32742	
700	0	32754	32795	
701	0	32876	32842	
702	0	32844	32739	
703	0	32804	32711	
704	0	32836	32866	
705	0	32788	32721	
706	0	32776	32791	
707	0	32800	32676	
708	0	32804	32742	
709	0	32830	32730	
710	0	32808	32798	
711	0	32782	32744	
712	0	32820	32877	
713	0	32800	32738	
714	0	32792	32697	
715	0	32815	32794	
716	0	32822	32740	
717	0	32856	32775	
718	0	32890	32775	
719	0	32808	32756	
720	0	32804	32730	
721	0	32800	32830	
722	0	32892	32902	
723	0	32804	32817	
724	0	32856	32808	
725	0	32841	32644	
726	0	32772	32661	
727	0	32816	32686	
728	0	32816	32769	
729	0	32776	32796	
730	0	32808	32840	
731	0	32828	32751	
732	0	32804	32687	
733	0	32784	32785	
734	0	32808	32764	
735	0	32804	32727	
736	0	32844	32804	
737	0	32750	32804	
738	0	32800	32636	
739	0	32852	32666	
740	0	32804	32876	
741	0	32758	32886	
742	0	32852	32828	
743	0	32786	32790	
744	0	32784	32840	
745	0	32824	32827	
746	0	32840	32768	
747	0	32774	32730	
748	0	32808	32700	
749	0	32784	32700	
750	0	32798	32702	
751	0	32840	32805	
752	0	32768	32756	
753	0	32816	32838	
754	0	32800	32756	
755	0	32900	32815	
756	0	32820	32718	
757	0	32834	32660	
758	0	32834	32710	
759	0	32756	32720	
760	0	32804	32839	
761	0	32826	32774	
762	0	32844	32764	
763	0	32804	32775	
764	0	32822	32788	
765	0	32844	32744	
766	0	32820	32774	
767	0	32784	32775	
768	0	32804	32746	
769	0	32864	32810	
770	0	32784	32847	
771	0	32794	32772	
772	0	32796	32708	
773	0	32844	32758	
774	0	32804	32820	
775	0	32926	32812	
776	0	32842	32756	
777	0	32812	32782	
778	0	32812	32802	
779	0	32760	32698	
780	0	32778	32758	
781	0	32744	32748	
782	0	32836	32746	
783	0	32840	32726	
784	0	32794	32714	
785	0	32816	32836	
786	0	32812	32798	
787	0	32874	32832	
788	0	32804	32767	
789	0	32820	32742	
790	0	32800	32710	
791	0	32810	32871	
792	0	32872	32816	
793	0	32872	32800	
794	0	32814	32756	
795	0	32796	32692	
796	0	32826	32679	
797	0	32794	32758	
798	0	32834	32775	
799	0	32806	32820	
800	0	32774	32775	
801	0	32866	32775	
802	0	32784	32832	
803	0	32784	32729	
804	0	32800	32714	
805	0	32860	32748	
806	0	32842	32796	
807	0	32762	32774	
808	0	32818	32734	
809	0	32782	32772	
810	0	32836	32757	
811	0	32894	32619	
812	0	32806	32684	
813	0	32782	32807	
814	0	32808	32774	
815	0	32892	32800	
816	0	32852	32738	
817	0	32870	32768	
818	0	32776	32700	
819	0	32848	32726	
820	0	32838	32823	
821	0	32768	32748	
822	0	32800	32727	
823	0	32828	32812	
